t_ms,value
0.0,42
19.0,35
33.0,33
47.0,35
63.0,36
81.0,-1723
99.0,-2568
113.0,-2973
126.0,-3197
144.0,-3402
164.0,-3627
179.0,-3831
195.0,-3980
209.0,-4117
223.0,-4212
243.0,-4336
263.0,-4461
281.0,-4533
302.0,-4642
319.0,-4703
334.0,-4765
349.0,-4812
369.0,-4860
383.0,-4899
401.0,-4937
414.0,-4976
428.0,-4998
444.0,-5018
458.0,-5050
472.0,-5066
489.0,-5080
503.0,-5103
524.0,-5122
