t_ms,value
0.0,37
18.0,41
37.0,-1534
52.0,-2574
71.0,-2985
88.0,-3412
108.0,-3729
122.0,-4057
137.0,-4263
152.0,-4449
168.0,-4622
188.0,-4808
207.0,-4979
221.0,-5137
236.0,-5244
251.0,-5359
270.0,-5455
284.0,-5553
298.0,-5614
315.0,-5678
330.0,-5749
349.0,-5801
364.0,-5860
381.0,-5896
397.0,-5934
411.0,-5956
431.0,-5994
446.0,-6019
460.0,-6037
477.0,-6058
492.0,-6076
507.0,-6094
524.0,-6043
