t_ms,value
0.0,37
19.0,39
33.0,39
53.0,-1543
73.0,-2458
89.0,-2931
107.0,-3230
122.0,-3462
137.0,-3647
153.0,-3815
168.0,-3963
182.0,-4093
198.0,-4202
218.0,-4335
236.0,-4463
253.0,-4545
272.0,-4621
289.0,-4699
303.0,-4774
323.0,-4829
342.0,-4886
362.0,-4926
377.0,-4978
394.0,-5009
413.0,-5050
430.0,-5079
447.0,-5108
467.0,-5136
482.0,-5147
497.0,-5160
514.0,-5178
529.0,-5189
