t_ms,value
0.0,41
19.0,44
34.0,36
52.0,38
71.0,37
86.0,-1741
108.0,-2671
125.0,-2998
144.0,-3306
164.0,-3561
181.0,-3760
199.0,-3927
217.0,-4093
231.0,-4220
253.0,-4353
268.0,-4451
290.0,-4561
305.0,-4639
321.0,-4705
336.0,-4760
352.0,-4817
368.0,-4861
383.0,-4905
397.0,-4942
411.0,-4973
429.0,-5001
444.0,-5034
461.0,-5060
476.0,-5086
492.0,-5106
511.0,-5126
530.0,-5147
