t_ms,value
1574.0,-5354
1577.0,-5349
1583.0,-5356
1585.0,-5353
1590.0,-5360
1597.0,-5357
1605.0,-5353
1607.0,-5350
1610.0,-5350
1612.0,-5348
1620.0,-5357
1623.0,-5357
1626.0,-5355
1634.0,-5356
1637.0,-5358
1646.0,-5355
1649.0,-5353
1654.0,-5356
1657.0,-5356
1663.0,-5356
1666.0,-5356
1669.0,-5348
1672.0,-5352
1675.0,-5358
1679.0,-5354
1683.0,-5354
1691.0,-5352
1694.0,-5355
1697.0,-5355
1700.0,-5349
1702.0,-5349
1704.0,-5356
1707.0,-5359
1710.0,-5359
1712.0,-5348
1714.0,-5356
1716.0,-5356
1719.0,-5350
1721.0,-5350
1724.0,-5346
1728.0,-5358
1734.0,-5356
1738.0,-5356
1740.0,-5354
1743.0,-5355
1745.0,-5355
1747.0,-5350
1756.0,-5352
1759.0,-5350
1761.0,-5350
1764.0,-5351
1767.0,-5349
1769.0,-5349
1774.0,-5354
1779.0,-5357
1784.0,-5354
1786.0,-5356
1791.0,-5356
1794.0,-5354
1797.0,-5354
1800.0,-5347
1803.0,-5354
1806.0,-5355
1808.0,-5355
1811.0,-5349
1814.0,-5357
1816.0,-5357
1825.0,-5358
1827.0,-5348
1830.0,-5354
1834.0,-5353
1836.0,-5353
1839.0,-5346
1841.0,-5346
1843.0,-5355
1846.0,-5356
1848.0,-5356
1851.0,-5348
1853.0,-5352
1855.0,-5352
1857.0,-5357
1860.0,-5357
1867.0,-5356
1870.0,-5351
1874.0,-5349
1877.0,-5350
1881.0,-5356
1884.0,-5356
1886.0,-5350
1888.0,-5350
1891.0,-5354
1894.0,-5348
1896.0,-5348
1898.0,-5345
1900.0,-5345
1906.0,-5356
1909.0,-5351
1913.0,-5351
1916.0,-5346
1918.0,-5352
1920.0,-5350
1923.0,-5350
1925.0,-5347
1928.0,-5347
1930.0,-5351
1932.0,-5355
1935.0,-5355
1937.0,-5351
1939.0,-5351
1941.0,-5346
1944.0,-5346
1947.0,-5350
1949.0,-5351
1951.0,-5351
1953.0,-5344
1956.0,-5344
1960.0,-5350
1962.0,-5355
1964.0,-5355
1967.0,-5355
1972.0,-5346
1975.0,-5356
1978.0,-5350
1982.0,-5357
1984.0,-5350
1986.0,-5350
1989.0,-5345
1992.0,-5348
1999.0,-5352
2001.0,-5347
2006.0,-5356
