t_ms,value
695.0,-6251
697.0,-6256
700.0,-6256
703.0,-6280
705.0,-6280
708.0,-6268
711.0,-6268
713.0,-6269
716.0,-6289
718.0,-6289
723.0,-6281
731.0,-6307
733.0,-6308
735.0,-6308
738.0,-6292
740.0,-6313
743.0,-6313
746.0,-6319
748.0,-6312
751.0,-6312
753.0,-6318
755.0,-6333
758.0,-6333
763.0,-6331
767.0,-6344
772.0,-6352
774.0,-6352
780.0,-6352
784.0,-6369
786.0,-6369
789.0,-6350
791.0,-6362
793.0,-6362
796.0,-6374
798.0,-6374
802.0,-6375
806.0,-6368
811.0,-6388
814.0,-6388
816.0,-6374
820.0,-6389
823.0,-6152
825.0,-6408
828.0,-6411
831.0,-6655
833.0,-6399
835.0,-6410
838.0,-6410
840.0,-6421
842.0,-6421
846.0,-6416
851.0,-6432
855.0,-6434
861.0,-6438
864.0,-6451
866.0,-6451
873.0,-6467
876.0,-6470
878.0,-6482
883.0,-6482
886.0,-6477
888.0,-6478
890.0,-6492
894.0,-6499
897.0,-6499
899.0,-6504
902.0,-6504
907.0,-6514
912.0,-6518
916.0,-6523
921.0,-6531
924.0,-6538
926.0,-6545
929.0,-6545
931.0,-6547
934.0,-6555
936.0,-6555
939.0,-6550
941.0,-6550
944.0,-6551
952.0,-6567
954.0,-6577
957.0,-6577
960.0,-6574
965.0,-6584
970.0,-6571
972.0,-6586
974.0,-6588
978.0,-6588
980.0,-6585
982.0,-6594
986.0,-6594
991.0,-6609
994.0,-6604
997.0,-6604
999.0,-6605
1001.0,-6605
1004.0,-6617
1011.0,-6620
1014.0,-6631
1018.0,-6629
1021.0,-6629
1024.0,-6629
1027.0,-6629
1030.0,-6641
1033.0,-6641
1035.0,-6635
1041.0,-6645
1043.0,-6645
1049.0,-6649
1053.0,-6649
1064.0,-6660
1067.0,-6663
1073.0,-6664
1080.0,-6668
1082.0,-6667
1085.0,-6677
1092.0,-6672
1096.0,-6675
1098.0,-6670
1101.0,-6680
1110.0,-6681
1117.0,-6684
1124.0,-6684
1126.0,-6692
1132.0,-6694
1135.0,-6703
1138.0,-6692
1141.0,-6700
1145.0,-6693
1147.0,-6693
1150.0,-6694
1154.0,-6703
1157.0,-6704
1165.0,-6705
1169.0,-6705
1176.0,-6706
1179.0,-6710
1182.0,-6709
1185.0,-6724
1187.0,-6724
1193.0,-6712
1198.0,-6715
1201.0,-6719
1205.0,-6719
1207.0,-6717
1211.0,-6723
1214.0,-6720
1217.0,-6731
1220.0,-6721
1223.0,-6721
1227.0,-6718
1231.0,-6727
1233.0,-6742
1237.0,-6742
1240.0,-6724
1246.0,-6724
1253.0,-6730
1256.0,-6744
1261.0,-6744
1264.0,-6734
1268.0,-6730
1270.0,-6730
1273.0,-6729
1275.0,-6740
1280.0,-6736
1285.0,-6736
1289.0,-6749
1293.0,-6745
1296.0,-6739
1299.0,-6752
1301.0,-6752
1304.0,-6737
1306.0,-6737
1309.0,-6738
1311.0,-6739
1318.0,-6739
1321.0,-6742
1324.0,-6755
1328.0,-6746
1331.0,-6749
1333.0,-6749
1339.0,-6736
1342.0,-6755
1345.0,-6750
1347.0,-6747
1350.0,-6747
1354.0,-6748
1358.0,-6754
1364.0,-6754
1366.0,-6747
1371.0,-6747
1373.0,-6753
1376.0,-6745
1381.0,-6762
1383.0,-6748
1386.0,-6749
1389.0,-6749
1395.0,-6764
1399.0,-6756
1402.0,-6756
1405.0,-6750
1410.0,-6750
1418.0,-6753
1420.0,-6759
1423.0,-6757
1429.0,-6757
1434.0,-6753
1436.0,-6753
1439.0,-6766
1441.0,-6766
1443.0,-6758
1447.0,-6757
1452.0,-6769
1455.0,-6767
1461.0,-6763
1464.0,-6769
1467.0,-6766
1469.0,-6766
1472.0,-6766
1474.0,-6761
1477.0,-6761
1479.0,-6763
1481.0,-6755
1484.0,-6755
1486.0,-6768
1489.0,-6768
1491.0,-6769
1493.0,-6774
1499.0,-6774
1504.0,-6765
1510.0,-6768
1512.0,-6768
1515.0,-6768
1517.0,-6774
1524.0,-6772
1527.0,-6759
1530.0,-6759
1532.0,-6759
1535.0,-6769
1538.0,-6771
1541.0,-6770
1543.0,-6770
1546.0,-6766
1550.0,-6770
1552.0,-6770
1555.0,-6765
1557.0,-6763
1559.0,-6763
1562.0,-6769
1569.0,-6761
1573.0,-6770
1576.0,-6770
1579.0,-6754
1584.0,-6771
1587.0,-6766
1590.0,-6770
1592.0,-6768
1596.0,-6768
1598.0,-6763
1600.0,-6770
1602.0,-6770
1605.0,-6774
1609.0,-6763
1613.0,-6775
1616.0,-6774
1619.0,-6774
1622.0,-6762
1624.0,-6757
1627.0,-6757
1630.0,-6770
1632.0,-6774
1635.0,-6774
1637.0,-6767
1639.0,-6767
1645.0,-6772
1648.0,-6772
1650.0,-6771
1652.0,-6765
1654.0,-6765
1656.0,-6773
1659.0,-6773
1661.0,-6766
1664.0,-6771
1668.0,-6771
1670.0,-6771
1673.0,-6766
1678.0,-6763
1680.0,-6779
1685.0,-6779
1687.0,-6772
1689.0,-6769
1692.0,-6772
1695.0,-6772
1697.0,-6766
1700.0,-6773
1702.0,-6773
1704.0,-6771
1707.0,-6771
1709.0,-6776
1714.0,-6776
1718.0,-6772
1722.0,-6767
1725.0,-6778
1727.0,-6763
1730.0,-6763
1732.0,-6770
1735.0,-6770
1737.0,-6772
1740.0,-6774
1742.0,-6774
1744.0,-6768
1747.0,-6768
1749.0,-6776
1751.0,-6779
1755.0,-6779
1760.0,-6774
1763.0,-6772
1765.0,-6772
1769.0,-6769
1773.0,-6771
1775.0,-6779
1778.0,-6779
1780.0,-6773
1783.0,-6770
1785.0,-6770
1788.0,-6766
1790.0,-6775
1796.0,-6765
1800.0,-6778
1802.0,-6778
1807.0,-6778
1814.0,-6777
1817.0,-6777
1819.0,-6778
1821.0,-6778
1823.0,-6770
1825.0,-6770
1827.0,-6771
1830.0,-6771
1832.0,-6772
1834.0,-6773
1837.0,-6773
1839.0,-6775
1841.0,-6775
1843.0,-6772
1848.0,-6782
1851.0,-6772
1854.0,-6772
1858.0,-6769
1860.0,-6773
1863.0,-6776
1868.0,-6777
1870.0,-6781
1873.0,-6781
1875.0,-6774
1877.0,-6774
1880.0,-6768
1882.0,-6772
1885.0,-6772
1893.0,-6771
1899.0,-6780
1902.0,-6773
1906.0,-6773
1909.0,-6774
1911.0,-6770
1914.0,-6780
1916.0,-6780
1918.0,-6769
1920.0,-6769
1923.0,-6770
1925.0,-6770
1930.0,-6775
1933.0,-6775
1938.0,-6782
1943.0,-6782
1945.0,-6772
1948.0,-6772
1950.0,-6766
1953.0,-6766
1955.0,-6771
1958.0,-6777
1960.0,-6777
1963.0,-6772
1967.0,-6781
1972.0,-6777
1976.0,-6765
1979.0,-6771
1981.0,-6781
1984.0,-6781
1986.0,-6768
1988.0,-6768
1990.0,-6770
1993.0,-6778
1996.0,-6778
1999.0,-6774
2001.0,-6775
2007.0,-6775
