t_ms,value
0.0,40
16.0,40
31.0,45
50.0,35
68.0,33
82.0,-1814
99.0,-2452
117.0,-2889
131.0,-3128
151.0,-3412
166.0,-3592
181.0,-3760
197.0,-3901
214.0,-4043
231.0,-4171
247.0,-4300
264.0,-4414
279.0,-4484
295.0,-4564
315.0,-4639
332.0,-4717
350.0,-4780
366.0,-4837
384.0,-4881
400.0,-4926
420.0,-4970
436.0,-4999
455.0,-5030
471.0,-5055
490.0,-5083
505.0,-5106
525.0,-5123
